Optical Power Monitor
5.0.4590.776
Delimiter Used: 	 'tab'

Start of Measurement 	 1/26/2026 06:42:25
Sample Interval 	 1 s
	 PM101A 231023123	 PM101A 231023126
Type	 PM101A	 PM101A
Serialnumber	 M00982675	 M00982676
Sensor	 S120C	 S120C
SensorSerialnumber	 231023123	 231023126
Wavelength / Responsivity	 619 nm	 619 nm

			PM101A 231023123	 PM101A 231023126	 
Samples 	Date (MM/dd/yyyy) 	Time of day (hh:mm:ss) 	Power (W)	Power (W)	
2506	 1/26/2026	 07:24:12.669	2.5265E-06	1.2459E-07
2507	 1/26/2026	 07:24:13.695	2.5224E-06	1.2441E-07
2508	 1/26/2026	 07:24:14.719	2.5331E-06	1.2495E-07
2509	 1/26/2026	 07:24:15.727	2.539E-06	1.2525E-07
2510	 1/26/2026	 07:24:16.746	2.5447E-06	1.2554E-07
2511	 1/26/2026	 07:24:17.766	2.5467E-06	1.2564E-07
2512	 1/26/2026	 07:24:18.791	2.537E-06	1.2517E-07
2513	 1/26/2026	 07:24:19.791	2.537E-06	1.2515E-07
2514	 1/26/2026	 07:24:20.817	2.5222E-06	1.2441E-07
2515	 1/26/2026	 07:24:21.841	2.5254E-06	1.2455E-07
2516	 1/26/2026	 07:24:22.863	2.5272E-06	1.2463E-07
2517	 1/26/2026	 07:24:23.884	2.5249E-06	1.245E-07
2518	 1/26/2026	 07:24:24.135	2.5328E-06	1.2494E-07
2519	 1/26/2026	 07:24:25.157	2.532E-06	1.2486E-07
2520	 1/26/2026	 07:24:26.181	2.5481E-06	1.2567E-07
2521	 1/26/2026	 07:24:27.205	2.5546E-06	1.2602E-07
2522	 1/26/2026	 07:24:28.228	2.5666E-06	1.2663E-07
2523	 1/26/2026	 07:24:29.256	2.5764E-06	1.271E-07
2524	 1/26/2026	 07:24:30.277	2.5842E-06	1.2749E-07
2525	 1/26/2026	 07:24:31.300	2.5894E-06	1.2775E-07
2526	 1/26/2026	 07:24:32.325	2.5924E-06	1.2788E-07
2527	 1/26/2026	 07:24:33.349	2.5931E-06	1.2791E-07
2528	 1/26/2026	 07:24:34.371	2.5928E-06	1.2788E-07
2529	 1/26/2026	 07:24:35.398	2.5925E-06	1.2789E-07
2530	 1/26/2026	 07:24:36.419	2.5904E-06	1.2783E-07
2531	 1/26/2026	 07:24:37.440	2.5932E-06	1.2796E-07
2532	 1/26/2026	 07:24:38.461	2.5913E-06	1.2786E-07
2533	 1/26/2026	 07:24:39.485	2.5886E-06	1.2774E-07
2534	 1/26/2026	 07:24:40.507	2.5839E-06	1.2751E-07
2535	 1/26/2026	 07:24:41.529	2.582E-06	1.2741E-07
2536	 1/26/2026	 07:24:42.553	2.5759E-06	1.2713E-07
2537	 1/26/2026	 07:24:43.574	2.5695E-06	1.2682E-07
2538	 1/26/2026	 07:24:44.602	2.5688E-06	1.2678E-07
2539	 1/26/2026	 07:24:45.626	2.5649E-06	1.2657E-07
2540	 1/26/2026	 07:24:46.650	2.5668E-06	1.2665E-07
2541	 1/26/2026	 07:24:47.651	2.5628E-06	1.2645E-07
2542	 1/26/2026	 07:24:48.677	2.5673E-06	1.2666E-07
2543	 1/26/2026	 07:24:49.700	2.5649E-06	1.2655E-07
2544	 1/26/2026	 07:24:50.721	2.5684E-06	1.2674E-07
2545	 1/26/2026	 07:24:51.743	2.5684E-06	1.2673E-07
2546	 1/26/2026	 07:24:52.773	2.5663E-06	1.266E-07
2547	 1/26/2026	 07:24:53.799	2.5701E-06	1.2682E-07
2548	 1/26/2026	 07:24:54.824	2.5686E-06	1.2678E-07
2549	 1/26/2026	 07:24:55.845	2.5753E-06	1.271E-07
2550	 1/26/2026	 07:24:56.867	2.5765E-06	1.2715E-07
2551	 1/26/2026	 07:24:57.888	2.5794E-06	1.273E-07
2552	 1/26/2026	 07:24:58.139	2.581E-06	1.2744E-07
2553	 1/26/2026	 07:24:59.161	2.5788E-06	1.2729E-07
2554	 1/26/2026	 07:25:00.184	2.5804E-06	1.2737E-07
2555	 1/26/2026	 07:25:01.209	2.5807E-06	1.2742E-07
2556	 1/26/2026	 07:25:02.234	2.5844E-06	1.276E-07
2557	 1/26/2026	 07:25:03.257	2.5875E-06	1.2773E-07
2558	 1/26/2026	 07:25:04.280	2.5882E-06	1.2776E-07
2559	 1/26/2026	 07:25:05.302	2.5907E-06	1.2787E-07
2560	 1/26/2026	 07:25:06.322	2.5909E-06	1.2792E-07
2561	 1/26/2026	 07:25:07.347	2.5927E-06	1.2801E-07
2562	 1/26/2026	 07:25:08.371	2.592E-06	1.28E-07
2563	 1/26/2026	 07:25:09.387	2.5908E-06	1.2793E-07
2564	 1/26/2026	 07:25:10.408	2.5894E-06	1.2785E-07
2565	 1/26/2026	 07:25:11.431	2.5874E-06	1.2778E-07
2566	 1/26/2026	 07:25:12.455	2.5854E-06	1.2771E-07
2567	 1/26/2026	 07:25:13.477	2.5819E-06	1.2754E-07
2568	 1/26/2026	 07:25:14.501	2.5803E-06	1.2749E-07
2569	 1/26/2026	 07:25:15.523	2.5746E-06	1.272E-07
2570	 1/26/2026	 07:25:16.543	2.5774E-06	1.2736E-07
2571	 1/26/2026	 07:25:17.559	2.5716E-06	1.2709E-07
2572	 1/26/2026	 07:25:18.575	2.5714E-06	1.271E-07
2573	 1/26/2026	 07:25:19.598	2.5743E-06	1.2723E-07
2574	 1/26/2026	 07:25:20.620	2.5787E-06	1.2743E-07
2575	 1/26/2026	 07:25:21.641	2.584E-06	1.2771E-07
2576	 1/26/2026	 07:25:22.666	2.586E-06	1.2783E-07
2577	 1/26/2026	 07:25:23.687	2.5906E-06	1.2803E-07
2578	 1/26/2026	 07:25:24.709	2.5923E-06	1.2809E-07
2579	 1/26/2026	 07:25:25.732	2.5916E-06	1.2805E-07
2580	 1/26/2026	 07:25:26.748	2.5914E-06	1.2805E-07
2581	 1/26/2026	 07:25:27.766	2.5908E-06	1.2802E-07
2582	 1/26/2026	 07:25:28.790	2.589E-06	1.2792E-07
2583	 1/26/2026	 07:25:29.817	2.5833E-06	1.2766E-07
2584	 1/26/2026	 07:25:30.840	2.5847E-06	1.2773E-07
2585	 1/26/2026	 07:25:31.860	2.5791E-06	1.2749E-07
2586	 1/26/2026	 07:25:32.885	2.5767E-06	1.2739E-07
2587	 1/26/2026	 07:25:33.136	2.5808E-06	1.2758E-07
2588	 1/26/2026	 07:25:34.160	2.5749E-06	1.2729E-07
2589	 1/26/2026	 07:25:35.185	2.576E-06	1.2733E-07
2590	 1/26/2026	 07:25:36.208	2.5687E-06	1.2698E-07
2591	 1/26/2026	 07:25:37.231	2.5702E-06	1.2703E-07
2592	 1/26/2026	 07:25:38.255	2.5665E-06	1.2682E-07
2593	 1/26/2026	 07:25:39.280	2.5675E-06	1.269E-07
2594	 1/26/2026	 07:25:40.303	2.5704E-06	1.2702E-07
2595	 1/26/2026	 07:25:41.333	2.569E-06	1.2697E-07
2596	 1/26/2026	 07:25:42.355	2.576E-06	1.273E-07
2597	 1/26/2026	 07:25:43.356	2.5823E-06	1.2766E-07
2598	 1/26/2026	 07:25:44.378	2.5913E-06	1.2811E-07
2599	 1/26/2026	 07:25:45.399	2.5941E-06	1.2822E-07
2600	 1/26/2026	 07:25:46.421	2.5935E-06	1.2816E-07
2601	 1/26/2026	 07:25:47.438	2.5941E-06	1.2819E-07
2602	 1/26/2026	 07:25:48.457	2.5924E-06	1.281E-07
2603	 1/26/2026	 07:25:49.481	2.5903E-06	1.2802E-07
2604	 1/26/2026	 07:25:50.504	2.5906E-06	1.2804E-07
2605	 1/26/2026	 07:25:51.524	2.583E-06	1.2768E-07
2606	 1/26/2026	 07:25:52.546	2.5801E-06	1.2752E-07
2607	 1/26/2026	 07:25:53.571	2.5704E-06	1.2703E-07
2608	 1/26/2026	 07:25:54.595	2.5573E-06	1.2638E-07
2609	 1/26/2026	 07:25:55.618	2.5499E-06	1.2601E-07
2610	 1/26/2026	 07:25:56.642	2.5479E-06	1.2591E-07
2611	 1/26/2026	 07:25:57.667	2.5576E-06	1.2642E-07
2612	 1/26/2026	 07:25:58.688	2.5477E-06	1.2592E-07
2613	 1/26/2026	 07:25:59.711	2.5482E-06	1.2593E-07
2614	 1/26/2026	 07:26:00.734	2.5459E-06	1.2582E-07
2615	 1/26/2026	 07:26:01.736	2.5547E-06	1.2625E-07
2616	 1/26/2026	 07:26:02.759	2.5605E-06	1.2654E-07
2617	 1/26/2026	 07:26:03.784	2.5694E-06	1.2698E-07
2618	 1/26/2026	 07:26:04.806	2.5801E-06	1.2755E-07
2619	 1/26/2026	 07:26:05.833	2.5814E-06	1.2762E-07
2620	 1/26/2026	 07:26:06.858	2.5889E-06	1.2801E-07
2621	 1/26/2026	 07:26:07.882	2.5905E-06	1.2811E-07
2622	 1/26/2026	 07:26:08.133	2.5925E-06	1.2823E-07
2623	 1/26/2026	 07:26:09.150	2.5925E-06	1.2821E-07
2624	 1/26/2026	 07:26:10.166	2.5918E-06	1.2821E-07
2625	 1/26/2026	 07:26:11.187	2.592E-06	1.282E-07
2626	 1/26/2026	 07:26:12.213	2.592E-06	1.2822E-07
2627	 1/26/2026	 07:26:13.238	2.5925E-06	1.2825E-07
2628	 1/26/2026	 07:26:14.260	2.5921E-06	1.2823E-07
2629	 1/26/2026	 07:26:15.284	2.5913E-06	1.2821E-07
2630	 1/26/2026	 07:26:16.306	2.5849E-06	1.2788E-07
2631	 1/26/2026	 07:26:17.325	2.5769E-06	1.2751E-07
2632	 1/26/2026	 07:26:18.342	2.5655E-06	1.2694E-07
2633	 1/26/2026	 07:26:19.367	2.5592E-06	1.2662E-07
2634	 1/26/2026	 07:26:20.388	2.5497E-06	1.2614E-07
2635	 1/26/2026	 07:26:21.407	2.5407E-06	1.2573E-07
2636	 1/26/2026	 07:26:22.424	2.5262E-06	1.2502E-07
2637	 1/26/2026	 07:26:23.448	2.5051E-06	1.2397E-07
2638	 1/26/2026	 07:26:24.469	2.4876E-06	1.2312E-07
2639	 1/26/2026	 07:26:25.497	2.4612E-06	1.2183E-07
2640	 1/26/2026	 07:26:26.518	2.4572E-06	1.216E-07
2641	 1/26/2026	 07:26:27.542	2.4429E-06	1.2093E-07
2642	 1/26/2026	 07:26:28.567	2.4388E-06	1.2073E-07
2643	 1/26/2026	 07:26:29.589	2.4464E-06	1.211E-07
2644	 1/26/2026	 07:26:30.617	2.4476E-06	1.2114E-07
2645	 1/26/2026	 07:26:31.640	2.4581E-06	1.2166E-07
2646	 1/26/2026	 07:26:32.656	2.4572E-06	1.2162E-07
2647	 1/26/2026	 07:26:33.675	2.4672E-06	1.2215E-07
2648	 1/26/2026	 07:26:34.698	2.4608E-06	1.2185E-07
2649	 1/26/2026	 07:26:35.721	2.4601E-06	1.2183E-07
2650	 1/26/2026	 07:26:36.744	2.4562E-06	1.2163E-07
2651	 1/26/2026	 07:26:37.765	2.4516E-06	1.214E-07
2652	 1/26/2026	 07:26:38.788	2.4545E-06	1.2154E-07
2653	 1/26/2026	 07:26:39.806	2.4445E-06	1.2109E-07
2654	 1/26/2026	 07:26:40.823	2.4415E-06	1.2099E-07
2655	 1/26/2026	 07:26:41.841	2.4235E-06	1.2008E-07
2656	 1/26/2026	 07:26:42.865	2.4057E-06	1.1919E-07
2657	 1/26/2026	 07:26:43.889	2.3973E-06	1.188E-07
2658	 1/26/2026	 07:26:44.139	2.3922E-06	1.1855E-07
2659	 1/26/2026	 07:26:45.159	2.3896E-06	1.1842E-07
2660	 1/26/2026	 07:26:46.183	2.3769E-06	1.1781E-07
2661	 1/26/2026	 07:26:47.204	2.3771E-06	1.1781E-07
2662	 1/26/2026	 07:26:48.228	2.3773E-06	1.1781E-07
2663	 1/26/2026	 07:26:49.256	2.3809E-06	1.1799E-07
2664	 1/26/2026	 07:26:50.279	2.3938E-06	1.1861E-07
2665	 1/26/2026	 07:26:51.303	2.3984E-06	1.1883E-07
2666	 1/26/2026	 07:26:52.326	2.4023E-06	1.1905E-07
2667	 1/26/2026	 07:26:53.350	2.3936E-06	1.1864E-07
2668	 1/26/2026	 07:26:54.373	2.3981E-06	1.1885E-07
2669	 1/26/2026	 07:26:55.395	2.395E-06	1.187E-07
2670	 1/26/2026	 07:26:56.420	2.3944E-06	1.1871E-07
2671	 1/26/2026	 07:26:57.440	2.4E-06	1.1897E-07
2672	 1/26/2026	 07:26:58.463	2.4001E-06	1.1898E-07
2673	 1/26/2026	 07:26:59.485	2.4026E-06	1.1911E-07
2674	 1/26/2026	 07:27:00.507	2.4064E-06	1.193E-07
2675	 1/26/2026	 07:27:01.533	2.4254E-06	1.2025E-07
2676	 1/26/2026	 07:27:02.559	2.4223E-06	1.2011E-07
2677	 1/26/2026	 07:27:03.580	2.4248E-06	1.202E-07
2678	 1/26/2026	 07:27:04.602	2.4348E-06	1.207E-07
2679	 1/26/2026	 07:27:05.626	2.4417E-06	1.2104E-07
2680	 1/26/2026	 07:27:06.649	2.4478E-06	1.2134E-07
2681	 1/26/2026	 07:27:07.671	2.4425E-06	1.2106E-07
2682	 1/26/2026	 07:27:08.697	2.4477E-06	1.2133E-07
2683	 1/26/2026	 07:27:09.718	2.4389E-06	1.2092E-07
2684	 1/26/2026	 07:27:10.736	2.4328E-06	1.2064E-07
2685	 1/26/2026	 07:27:11.755	2.4285E-06	1.2043E-07
2686	 1/26/2026	 07:27:12.778	2.4243E-06	1.202E-07
2687	 1/26/2026	 07:27:13.801	2.4216E-06	1.2011E-07
2688	 1/26/2026	 07:27:14.825	2.4129E-06	1.1969E-07
2689	 1/26/2026	 07:27:15.850	2.4135E-06	1.1972E-07
2690	 1/26/2026	 07:27:16.871	2.3922E-06	1.1866E-07
2691	 1/26/2026	 07:27:17.122	2.3865E-06	1.1841E-07
2692	 1/26/2026	 07:27:18.142	2.3875E-06	1.1841E-07
2693	 1/26/2026	 07:27:19.157	2.3822E-06	1.1817E-07
2694	 1/26/2026	 07:27:20.180	2.377E-06	1.1794E-07
2695	 1/26/2026	 07:27:21.207	2.3646E-06	1.1732E-07
2696	 1/26/2026	 07:27:22.228	2.3653E-06	1.1734E-07
2697	 1/26/2026	 07:27:23.254	2.355E-06	1.1684E-07
2698	 1/26/2026	 07:27:24.275	2.3549E-06	1.1683E-07
2699	 1/26/2026	 07:27:25.299	2.3584E-06	1.17E-07
2700	 1/26/2026	 07:27:26.320	2.3623E-06	1.172E-07
2701	 1/26/2026	 07:27:27.345	2.3614E-06	1.1715E-07
2702	 1/26/2026	 07:27:28.367	2.3537E-06	1.1676E-07
2703	 1/26/2026	 07:27:29.394	2.3585E-06	1.1701E-07
2704	 1/26/2026	 07:27:30.418	2.3474E-06	1.1649E-07
2705	 1/26/2026	 07:27:31.441	2.3416E-06	1.162E-07
2706	 1/26/2026	 07:27:32.466	2.3368E-06	1.1599E-07
2707	 1/26/2026	 07:27:33.487	2.3337E-06	1.1586E-07
2708	 1/26/2026	 07:27:34.509	2.3259E-06	1.1547E-07
2709	 1/26/2026	 07:27:35.532	2.3158E-06	1.1498E-07
2710	 1/26/2026	 07:27:36.555	2.3157E-06	1.1494E-07
2711	 1/26/2026	 07:27:37.576	2.3035E-06	1.1432E-07
2712	 1/26/2026	 07:27:38.599	2.2979E-06	1.1408E-07
2713	 1/26/2026	 07:27:39.620	2.295E-06	1.1393E-07
2714	 1/26/2026	 07:27:40.651	2.2959E-06	1.1397E-07
2715	 1/26/2026	 07:27:41.673	2.2967E-06	1.1402E-07
2716	 1/26/2026	 07:27:42.701	2.2937E-06	1.1389E-07
2717	 1/26/2026	 07:27:43.705	2.2953E-06	1.1398E-07
2718	 1/26/2026	 07:27:44.730	2.3002E-06	1.1424E-07
2719	 1/26/2026	 07:27:45.753	2.3075E-06	1.146E-07
2720	 1/26/2026	 07:27:46.774	2.311E-06	1.1475E-07
2721	 1/26/2026	 07:27:47.797	2.3102E-06	1.1473E-07
2722	 1/26/2026	 07:27:48.820	2.3078E-06	1.1462E-07
2723	 1/26/2026	 07:27:49.843	2.3071E-06	1.1456E-07
2724	 1/26/2026	 07:27:50.868	2.307E-06	1.1456E-07
2725	 1/26/2026	 07:27:51.891	2.3061E-06	1.1452E-07
2726	 1/26/2026	 07:27:52.142	2.3101E-06	1.1475E-07
2727	 1/26/2026	 07:27:53.163	2.3124E-06	1.1483E-07
2728	 1/26/2026	 07:27:54.186	2.3129E-06	1.1488E-07
2729	 1/26/2026	 07:27:55.212	2.3138E-06	1.1493E-07
2730	 1/26/2026	 07:27:56.235	2.32E-06	1.1527E-07
2731	 1/26/2026	 07:27:57.257	2.3175E-06	1.1512E-07
2732	 1/26/2026	 07:27:58.278	2.3201E-06	1.1526E-07
2733	 1/26/2026	 07:27:59.301	2.3208E-06	1.1529E-07
2734	 1/26/2026	 07:28:00.326	2.3225E-06	1.1535E-07
2735	 1/26/2026	 07:28:01.350	2.3336E-06	1.1592E-07
2736	 1/26/2026	 07:28:02.377	2.3398E-06	1.1624E-07
2737	 1/26/2026	 07:28:03.401	2.3475E-06	1.1665E-07
2738	 1/26/2026	 07:28:04.428	2.3387E-06	1.1623E-07
2739	 1/26/2026	 07:28:05.456	2.3432E-06	1.1645E-07
2740	 1/26/2026	 07:28:06.478	2.3435E-06	1.1646E-07
2741	 1/26/2026	 07:28:07.501	2.3534E-06	1.1697E-07
2742	 1/26/2026	 07:28:08.526	2.3676E-06	1.1764E-07
2743	 1/26/2026	 07:28:09.545	2.3713E-06	1.1784E-07
2744	 1/26/2026	 07:28:10.561	2.3857E-06	1.186E-07
2745	 1/26/2026	 07:28:11.577	2.3844E-06	1.1852E-07
2746	 1/26/2026	 07:28:12.600	2.3994E-06	1.1933E-07
2747	 1/26/2026	 07:28:13.622	2.3986E-06	1.1929E-07
2748	 1/26/2026	 07:28:14.644	2.3992E-06	1.1931E-07
2749	 1/26/2026	 07:28:15.666	2.4076E-06	1.1973E-07
2750	 1/26/2026	 07:28:16.688	2.4143E-06	1.2007E-07
2751	 1/26/2026	 07:28:17.707	2.4288E-06	1.208E-07
2752	 1/26/2026	 07:28:18.730	2.4194E-06	1.2033E-07
2753	 1/26/2026	 07:28:19.753	2.4183E-06	1.2028E-07
2754	 1/26/2026	 07:28:20.783	2.4197E-06	1.2034E-07
2755	 1/26/2026	 07:28:21.804	2.4271E-06	1.2073E-07
2756	 1/26/2026	 07:28:22.827	2.4304E-06	1.2088E-07
2757	 1/26/2026	 07:28:23.849	2.4267E-06	1.2072E-07
2758	 1/26/2026	 07:28:24.870	2.4236E-06	1.2055E-07
2759	 1/26/2026	 07:28:25.121	2.4075E-06	1.1974E-07
2760	 1/26/2026	 07:28:26.147	2.4114E-06	1.1995E-07
2761	 1/26/2026	 07:28:27.168	2.4023E-06	1.1951E-07
2762	 1/26/2026	 07:28:28.191	2.3945E-06	1.191E-07
2763	 1/26/2026	 07:28:29.218	2.3813E-06	1.1842E-07
2764	 1/26/2026	 07:28:30.241	2.3662E-06	1.1773E-07
2765	 1/26/2026	 07:28:31.264	2.3642E-06	1.1762E-07
2766	 1/26/2026	 07:28:32.290	2.3441E-06	1.1661E-07
2767	 1/26/2026	 07:28:33.312	2.3409E-06	1.1646E-07
2768	 1/26/2026	 07:28:34.334	2.3383E-06	1.1634E-07
2769	 1/26/2026	 07:28:35.359	2.3414E-06	1.1651E-07
2770	 1/26/2026	 07:28:36.382	2.3468E-06	1.168E-07
2771	 1/26/2026	 07:28:37.409	2.3479E-06	1.1685E-07
2772	 1/26/2026	 07:28:38.432	2.3506E-06	1.1698E-07
2773	 1/26/2026	 07:28:39.455	2.3504E-06	1.1693E-07
2774	 1/26/2026	 07:28:40.477	2.3617E-06	1.1752E-07
2775	 1/26/2026	 07:28:41.501	2.359E-06	1.1739E-07
2776	 1/26/2026	 07:28:42.524	2.3639E-06	1.1761E-07
2777	 1/26/2026	 07:28:43.546	2.3659E-06	1.1773E-07
2778	 1/26/2026	 07:28:44.570	2.3682E-06	1.1782E-07
2779	 1/26/2026	 07:28:45.594	2.3786E-06	1.1835E-07
2780	 1/26/2026	 07:28:46.618	2.3864E-06	1.1873E-07
2781	 1/26/2026	 07:28:47.642	2.3996E-06	1.1935E-07
2782	 1/26/2026	 07:28:48.662	2.4063E-06	1.197E-07
2783	 1/26/2026	 07:28:49.688	2.4359E-06	1.2119E-07
2784	 1/26/2026	 07:28:50.708	2.4553E-06	1.2219E-07
2785	 1/26/2026	 07:28:51.730	2.4714E-06	1.23E-07
2786	 1/26/2026	 07:28:52.751	2.4833E-06	1.2359E-07
2787	 1/26/2026	 07:28:53.778	2.5012E-06	1.2448E-07
2788	 1/26/2026	 07:28:54.800	2.5232E-06	1.256E-07
2789	 1/26/2026	 07:28:55.825	2.5266E-06	1.2579E-07
2790	 1/26/2026	 07:28:56.846	2.5374E-06	1.2633E-07
2791	 1/26/2026	 07:28:57.868	2.5421E-06	1.2657E-07
2792	 1/26/2026	 07:28:58.893	2.5419E-06	1.2658E-07
2793	 1/26/2026	 07:28:59.144	2.5472E-06	1.2681E-07
2794	 1/26/2026	 07:29:00.168	2.545E-06	1.2673E-07
2795	 1/26/2026	 07:29:01.191	2.5541E-06	1.2717E-07
2796	 1/26/2026	 07:29:02.215	2.5535E-06	1.2713E-07
2797	 1/26/2026	 07:29:03.241	2.5589E-06	1.2742E-07
2798	 1/26/2026	 07:29:04.262	2.5597E-06	1.2746E-07
2799	 1/26/2026	 07:29:05.283	2.5586E-06	1.2741E-07
2800	 1/26/2026	 07:29:06.307	2.5614E-06	1.2756E-07
2801	 1/26/2026	 07:29:07.328	2.558E-06	1.274E-07
2802	 1/26/2026	 07:29:08.350	2.5659E-06	1.2777E-07
2803	 1/26/2026	 07:29:09.373	2.5574E-06	1.2735E-07
2804	 1/26/2026	 07:29:10.390	2.5608E-06	1.2754E-07
2805	 1/26/2026	 07:29:11.412	2.5613E-06	1.2759E-07
2806	 1/26/2026	 07:29:12.432	2.5627E-06	1.2764E-07
2807	 1/26/2026	 07:29:13.454	2.5678E-06	1.2791E-07
2808	 1/26/2026	 07:29:14.476	2.5659E-06	1.2782E-07
2809	 1/26/2026	 07:29:15.502	2.5633E-06	1.2768E-07
2810	 1/26/2026	 07:29:16.522	2.5469E-06	1.2684E-07
2811	 1/26/2026	 07:29:17.543	2.5426E-06	1.2664E-07
2812	 1/26/2026	 07:29:18.568	2.5307E-06	1.2604E-07
2813	 1/26/2026	 07:29:19.590	2.5184E-06	1.254E-07
2814	 1/26/2026	 07:29:20.614	2.5109E-06	1.2505E-07
2815	 1/26/2026	 07:29:21.637	2.502E-06	1.2463E-07
2816	 1/26/2026	 07:29:22.661	2.5092E-06	1.2498E-07
2817	 1/26/2026	 07:29:23.684	2.5007E-06	1.2455E-07
2818	 1/26/2026	 07:29:24.707	2.5056E-06	1.2479E-07
2819	 1/26/2026	 07:29:25.731	2.5037E-06	1.2472E-07
2820	 1/26/2026	 07:29:26.754	2.4947E-06	1.2427E-07
2821	 1/26/2026	 07:29:27.777	2.4921E-06	1.2413E-07
2822	 1/26/2026	 07:29:28.802	2.4911E-06	1.2408E-07
2823	 1/26/2026	 07:29:29.826	2.5005E-06	1.2456E-07
2824	 1/26/2026	 07:29:30.851	2.5035E-06	1.247E-07
2825	 1/26/2026	 07:29:31.877	2.5214E-06	1.256E-07
2826	 1/26/2026	 07:29:32.128	2.5243E-06	1.2578E-07
2827	 1/26/2026	 07:29:33.151	2.5259E-06	1.258E-07
2828	 1/26/2026	 07:29:34.174	2.5306E-06	1.2603E-07
2829	 1/26/2026	 07:29:35.196	2.5316E-06	1.2612E-07
2830	 1/26/2026	 07:29:36.218	2.5446E-06	1.2678E-07
2831	 1/26/2026	 07:29:37.241	2.5406E-06	1.2658E-07
2832	 1/26/2026	 07:29:38.263	2.55E-06	1.2708E-07
2833	 1/26/2026	 07:29:39.287	2.5527E-06	1.2721E-07
2834	 1/26/2026	 07:29:40.309	2.553E-06	1.2718E-07
2835	 1/26/2026	 07:29:41.340	2.5556E-06	1.2732E-07
2836	 1/26/2026	 07:29:42.364	2.5538E-06	1.2724E-07
2837	 1/26/2026	 07:29:43.389	2.5613E-06	1.276E-07
2838	 1/26/2026	 07:29:44.413	2.5524E-06	1.2717E-07
2839	 1/26/2026	 07:29:45.435	2.5577E-06	1.2742E-07
2840	 1/26/2026	 07:29:46.458	2.5594E-06	1.2751E-07
2841	 1/26/2026	 07:29:47.480	2.5608E-06	1.2756E-07
2842	 1/26/2026	 07:29:48.505	2.5639E-06	1.2768E-07
2843	 1/26/2026	 07:29:49.528	2.567E-06	1.2787E-07
2844	 1/26/2026	 07:29:50.553	2.5761E-06	1.2832E-07
2845	 1/26/2026	 07:29:51.574	2.5762E-06	1.2835E-07
2846	 1/26/2026	 07:29:52.597	2.5816E-06	1.2863E-07
2847	 1/26/2026	 07:29:53.620	2.5807E-06	1.286E-07
2848	 1/26/2026	 07:29:54.642	2.5804E-06	1.2861E-07
2849	 1/26/2026	 07:29:55.666	2.578E-06	1.2846E-07
2850	 1/26/2026	 07:29:56.692	2.5766E-06	1.2839E-07
2851	 1/26/2026	 07:29:57.717	2.5805E-06	1.2865E-07
2852	 1/26/2026	 07:29:58.741	2.5806E-06	1.2866E-07
2853	 1/26/2026	 07:29:59.764	2.5853E-06	1.2889E-07
2854	 1/26/2026	 07:30:00.792	2.587E-06	1.2897E-07
2855	 1/26/2026	 07:30:01.817	2.5901E-06	1.291E-07
2856	 1/26/2026	 07:30:02.838	2.5895E-06	1.2907E-07
2857	 1/26/2026	 07:30:03.859	2.5885E-06	1.2904E-07
2858	 1/26/2026	 07:30:04.883	2.5883E-06	1.2905E-07
2859	 1/26/2026	 07:30:05.135	2.5857E-06	1.2889E-07
2860	 1/26/2026	 07:30:06.159	2.5873E-06	1.2898E-07
2861	 1/26/2026	 07:30:07.183	2.5835E-06	1.2877E-07
2862	 1/26/2026	 07:30:08.209	2.5809E-06	1.2863E-07
2863	 1/26/2026	 07:30:09.232	2.5779E-06	1.2852E-07
2864	 1/26/2026	 07:30:10.252	2.5757E-06	1.284E-07
2865	 1/26/2026	 07:30:11.270	2.5758E-06	1.2843E-07
2866	 1/26/2026	 07:30:12.294	2.5699E-06	1.2813E-07
2867	 1/26/2026	 07:30:13.317	2.5731E-06	1.2833E-07
2868	 1/26/2026	 07:30:14.345	2.57E-06	1.282E-07
2869	 1/26/2026	 07:30:15.369	2.5713E-06	1.2824E-07
2870	 1/26/2026	 07:30:16.391	2.574E-06	1.2838E-07
2871	 1/26/2026	 07:30:17.410	2.5762E-06	1.285E-07
2872	 1/26/2026	 07:30:18.430	2.5798E-06	1.2871E-07
2873	 1/26/2026	 07:30:19.448	2.5812E-06	1.2876E-07
2874	 1/26/2026	 07:30:20.474	2.5871E-06	1.2906E-07
2875	 1/26/2026	 07:30:21.498	2.5889E-06	1.2916E-07
2876	 1/26/2026	 07:30:22.521	2.5928E-06	1.2936E-07
2877	 1/26/2026	 07:30:23.543	2.5922E-06	1.2934E-07
2878	 1/26/2026	 07:30:24.566	2.5924E-06	1.2938E-07
2879	 1/26/2026	 07:30:25.589	2.5904E-06	1.2931E-07
2880	 1/26/2026	 07:30:26.612	2.5885E-06	1.2921E-07
2881	 1/26/2026	 07:30:27.634	2.5836E-06	1.2898E-07
2882	 1/26/2026	 07:30:28.656	2.5808E-06	1.2882E-07
2883	 1/26/2026	 07:30:29.681	2.5728E-06	1.2842E-07
2884	 1/26/2026	 07:30:30.708	2.57E-06	1.283E-07
2885	 1/26/2026	 07:30:31.731	2.5711E-06	1.2834E-07
2886	 1/26/2026	 07:30:32.753	2.5709E-06	1.2835E-07
2887	 1/26/2026	 07:30:33.777	2.5742E-06	1.2852E-07
2888	 1/26/2026	 07:30:34.799	2.5699E-06	1.2831E-07
2889	 1/26/2026	 07:30:35.821	2.5723E-06	1.2844E-07
