Optical Power Monitor
5.0.4590.776
Delimiter Used: 	 'tab'

Start of Measurement 	 1/26/2026 06:42:25
Sample Interval 	 1 s
	 PM101A 231023123	 PM101A 231023126
Type	 PM101A	 PM101A
Serialnumber	 M00982675	 M00982676
Sensor	 S120C	 S120C
SensorSerialnumber	 231023123	 231023126
Wavelength / Responsivity	 619 nm	 619 nm

			PM101A 231023123	 PM101A 231023126	 
Samples 	Date (MM/dd/yyyy) 	Time of day (hh:mm:ss) 	Power (W)	Power (W)	
2890	 1/26/2026	 07:30:36.844	2.565E-06	1.2809E-07
2891	 1/26/2026	 07:30:37.868	2.5576E-06	1.2773E-07
2892	 1/26/2026	 07:30:38.891	2.5559E-06	1.2762E-07
2893	 1/26/2026	 07:30:39.142	2.5485E-06	1.2728E-07
2894	 1/26/2026	 07:30:40.164	2.5499E-06	1.2734E-07
2895	 1/26/2026	 07:30:41.187	2.5433E-06	1.2701E-07
2896	 1/26/2026	 07:30:42.210	2.5457E-06	1.2715E-07
2897	 1/26/2026	 07:30:43.232	2.5445E-06	1.2709E-07
2898	 1/26/2026	 07:30:44.255	2.5469E-06	1.2722E-07
2899	 1/26/2026	 07:30:45.280	2.5534E-06	1.2754E-07
2900	 1/26/2026	 07:30:46.302	2.553E-06	1.2752E-07
2901	 1/26/2026	 07:30:47.326	2.5557E-06	1.2765E-07
2902	 1/26/2026	 07:30:48.352	2.5517E-06	1.2748E-07
2903	 1/26/2026	 07:30:49.374	2.5587E-06	1.2782E-07
2904	 1/26/2026	 07:30:50.399	2.5576E-06	1.2777E-07
2905	 1/26/2026	 07:30:51.421	2.5586E-06	1.2784E-07
2906	 1/26/2026	 07:30:52.445	2.5639E-06	1.2809E-07
2907	 1/26/2026	 07:30:53.471	2.566E-06	1.2818E-07
2908	 1/26/2026	 07:30:54.494	2.5737E-06	1.2857E-07
2909	 1/26/2026	 07:30:55.516	2.5743E-06	1.2863E-07
2910	 1/26/2026	 07:30:56.537	2.5773E-06	1.2877E-07
2911	 1/26/2026	 07:30:57.558	2.5733E-06	1.2858E-07
2912	 1/26/2026	 07:30:58.579	2.5728E-06	1.2856E-07
2913	 1/26/2026	 07:30:59.603	2.5718E-06	1.2851E-07
2914	 1/26/2026	 07:31:00.623	2.5668E-06	1.2827E-07
2915	 1/26/2026	 07:31:01.646	2.5622E-06	1.2803E-07
2916	 1/26/2026	 07:31:02.670	2.5523E-06	1.2755E-07
2917	 1/26/2026	 07:31:03.693	2.555E-06	1.277E-07
2918	 1/26/2026	 07:31:04.716	2.5503E-06	1.2745E-07
2919	 1/26/2026	 07:31:05.738	2.5499E-06	1.2743E-07
2920	 1/26/2026	 07:31:06.759	2.5487E-06	1.2737E-07
2921	 1/26/2026	 07:31:07.780	2.5421E-06	1.2708E-07
2922	 1/26/2026	 07:31:08.801	2.5403E-06	1.2698E-07
2923	 1/26/2026	 07:31:09.824	2.5294E-06	1.2641E-07
2924	 1/26/2026	 07:31:10.844	2.529E-06	1.2637E-07
2925	 1/26/2026	 07:31:11.862	2.5231E-06	1.261E-07
2926	 1/26/2026	 07:31:12.879	2.5172E-06	1.2577E-07
2927	 1/26/2026	 07:31:13.131	2.5159E-06	1.2567E-07
2928	 1/26/2026	 07:31:14.151	2.5036E-06	1.2509E-07
2929	 1/26/2026	 07:31:15.176	2.4994E-06	1.2492E-07
2930	 1/26/2026	 07:31:16.202	2.4894E-06	1.2443E-07
2931	 1/26/2026	 07:31:17.220	2.4903E-06	1.2448E-07
2932	 1/26/2026	 07:31:18.240	2.4857E-06	1.2427E-07
2933	 1/26/2026	 07:31:19.263	2.4898E-06	1.2448E-07
2934	 1/26/2026	 07:31:20.288	2.5009E-06	1.2503E-07
2935	 1/26/2026	 07:31:21.310	2.5001E-06	1.2501E-07
2936	 1/26/2026	 07:31:22.330	2.5005E-06	1.2502E-07
2937	 1/26/2026	 07:31:23.350	2.4928E-06	1.2463E-07
2938	 1/26/2026	 07:31:24.375	2.4981E-06	1.2491E-07
2939	 1/26/2026	 07:31:25.398	2.4938E-06	1.247E-07
2940	 1/26/2026	 07:31:26.422	2.4929E-06	1.2465E-07
2941	 1/26/2026	 07:31:27.448	2.4954E-06	1.2479E-07
2942	 1/26/2026	 07:31:28.473	2.4947E-06	1.2476E-07
2943	 1/26/2026	 07:31:29.498	2.5006E-06	1.2505E-07
2944	 1/26/2026	 07:31:30.522	2.4975E-06	1.2492E-07
2945	 1/26/2026	 07:31:31.545	2.5018E-06	1.2516E-07
2946	 1/26/2026	 07:31:32.568	2.4911E-06	1.2462E-07
2947	 1/26/2026	 07:31:33.589	2.4945E-06	1.248E-07
2948	 1/26/2026	 07:31:34.611	2.4999E-06	1.2505E-07
2949	 1/26/2026	 07:31:35.635	2.5022E-06	1.2519E-07
2950	 1/26/2026	 07:31:36.659	2.4969E-06	1.2496E-07
2951	 1/26/2026	 07:31:37.684	2.4756E-06	1.2389E-07
2952	 1/26/2026	 07:31:38.708	2.4698E-06	1.2361E-07
2953	 1/26/2026	 07:31:39.731	2.4595E-06	1.2307E-07
2954	 1/26/2026	 07:31:40.755	2.4605E-06	1.2311E-07
2955	 1/26/2026	 07:31:41.778	2.4569E-06	1.2294E-07
2956	 1/26/2026	 07:31:42.803	2.4597E-06	1.2308E-07
2957	 1/26/2026	 07:31:43.828	2.4544E-06	1.2279E-07
2958	 1/26/2026	 07:31:44.851	2.4386E-06	1.22E-07
2959	 1/26/2026	 07:31:45.875	2.4328E-06	1.2172E-07
2960	 1/26/2026	 07:31:46.126	2.4161E-06	1.2091E-07
2961	 1/26/2026	 07:31:47.150	2.4067E-06	1.2043E-07
2962	 1/26/2026	 07:31:48.173	2.4E-06	1.2012E-07
2963	 1/26/2026	 07:31:49.196	2.3914E-06	1.1968E-07
2964	 1/26/2026	 07:31:50.220	2.3834E-06	1.1929E-07
2965	 1/26/2026	 07:31:51.244	2.3755E-06	1.189E-07
2966	 1/26/2026	 07:31:52.269	2.3817E-06	1.1921E-07
2967	 1/26/2026	 07:31:53.290	2.3745E-06	1.1886E-07
2968	 1/26/2026	 07:31:54.311	2.369E-06	1.1856E-07
2969	 1/26/2026	 07:31:55.332	2.3572E-06	1.18E-07
2970	 1/26/2026	 07:31:56.355	2.3446E-06	1.1737E-07
2971	 1/26/2026	 07:31:57.378	2.333E-06	1.1679E-07
2972	 1/26/2026	 07:31:58.401	2.3182E-06	1.1603E-07
2973	 1/26/2026	 07:31:59.426	2.3096E-06	1.156E-07
2974	 1/26/2026	 07:32:00.449	2.3015E-06	1.152E-07
2975	 1/26/2026	 07:32:01.474	2.3014E-06	1.1522E-07
2976	 1/26/2026	 07:32:02.498	2.3034E-06	1.1531E-07
2977	 1/26/2026	 07:32:03.521	2.3089E-06	1.156E-07
2978	 1/26/2026	 07:32:04.542	2.3099E-06	1.1567E-07
2979	 1/26/2026	 07:32:05.560	2.3117E-06	1.1577E-07
2980	 1/26/2026	 07:32:06.581	2.3125E-06	1.1582E-07
2981	 1/26/2026	 07:32:07.603	2.3135E-06	1.1586E-07
2982	 1/26/2026	 07:32:08.625	2.3153E-06	1.1594E-07
2983	 1/26/2026	 07:32:09.647	2.321E-06	1.1624E-07
2984	 1/26/2026	 07:32:10.670	2.3238E-06	1.164E-07
2985	 1/26/2026	 07:32:11.689	2.3263E-06	1.1653E-07
2986	 1/26/2026	 07:32:12.706	2.3322E-06	1.1683E-07
2987	 1/26/2026	 07:32:13.729	2.3375E-06	1.1712E-07
2988	 1/26/2026	 07:32:14.754	2.3413E-06	1.173E-07
2989	 1/26/2026	 07:32:15.779	2.3344E-06	1.1698E-07
2990	 1/26/2026	 07:32:16.807	2.331E-06	1.1678E-07
2991	 1/26/2026	 07:32:17.827	2.3344E-06	1.1697E-07
2992	 1/26/2026	 07:32:18.851	2.3309E-06	1.168E-07
2993	 1/26/2026	 07:32:19.873	2.3286E-06	1.1668E-07
2994	 1/26/2026	 07:32:20.127	2.3206E-06	1.163E-07
2995	 1/26/2026	 07:32:21.152	2.319E-06	1.162E-07
2996	 1/26/2026	 07:32:22.175	2.3128E-06	1.1589E-07
2997	 1/26/2026	 07:32:23.199	2.3117E-06	1.1584E-07
2998	 1/26/2026	 07:32:24.223	2.3121E-06	1.1585E-07
2999	 1/26/2026	 07:32:25.247	2.3109E-06	1.1579E-07
3000	 1/26/2026	 07:32:26.272	2.3083E-06	1.1569E-07
3001	 1/26/2026	 07:32:27.295	2.3014E-06	1.1532E-07
3002	 1/26/2026	 07:32:28.320	2.2985E-06	1.1518E-07
3003	 1/26/2026	 07:32:29.343	2.2951E-06	1.1504E-07
3004	 1/26/2026	 07:32:30.367	2.2967E-06	1.1514E-07
3005	 1/26/2026	 07:32:31.392	2.3001E-06	1.1533E-07
3006	 1/26/2026	 07:32:32.416	2.3043E-06	1.1553E-07
3007	 1/26/2026	 07:32:33.440	2.3084E-06	1.1575E-07
3008	 1/26/2026	 07:32:34.464	2.3083E-06	1.1574E-07
3009	 1/26/2026	 07:32:35.489	2.309E-06	1.1576E-07
3010	 1/26/2026	 07:32:36.510	2.307E-06	1.1571E-07
3011	 1/26/2026	 07:32:37.533	2.3077E-06	1.1574E-07
3012	 1/26/2026	 07:32:38.560	2.308E-06	1.1576E-07
3013	 1/26/2026	 07:32:39.583	2.3056E-06	1.1565E-07
3014	 1/26/2026	 07:32:40.604	2.3064E-06	1.157E-07
3015	 1/26/2026	 07:32:41.628	2.3031E-06	1.1553E-07
3016	 1/26/2026	 07:32:42.652	2.3052E-06	1.1563E-07
3017	 1/26/2026	 07:32:43.675	2.3022E-06	1.1552E-07
3018	 1/26/2026	 07:32:44.700	2.3028E-06	1.1555E-07
3019	 1/26/2026	 07:32:45.721	2.3027E-06	1.1557E-07
3020	 1/26/2026	 07:32:46.743	2.298E-06	1.1537E-07
3021	 1/26/2026	 07:32:47.771	2.2994E-06	1.154E-07
3022	 1/26/2026	 07:32:48.794	2.3016E-06	1.1553E-07
3023	 1/26/2026	 07:32:49.815	2.3053E-06	1.1574E-07
3024	 1/26/2026	 07:32:50.835	2.2963E-06	1.1528E-07
3025	 1/26/2026	 07:32:51.858	2.2935E-06	1.1515E-07
3026	 1/26/2026	 07:32:52.888	2.2908E-06	1.1502E-07
3027	 1/26/2026	 07:32:53.148	2.2878E-06	1.1489E-07
3028	 1/26/2026	 07:32:54.156	2.2903E-06	1.15E-07
3029	 1/26/2026	 07:32:55.180	2.2923E-06	1.1511E-07
3030	 1/26/2026	 07:32:56.203	2.3028E-06	1.1564E-07
3031	 1/26/2026	 07:32:57.228	2.3044E-06	1.1571E-07
3032	 1/26/2026	 07:32:58.251	2.3037E-06	1.1567E-07
3033	 1/26/2026	 07:32:59.274	2.3024E-06	1.1558E-07
3034	 1/26/2026	 07:33:00.298	2.3013E-06	1.1553E-07
3035	 1/26/2026	 07:33:01.323	2.3103E-06	1.16E-07
3036	 1/26/2026	 07:33:02.346	2.3158E-06	1.1627E-07
3037	 1/26/2026	 07:33:03.369	2.3295E-06	1.1696E-07
3038	 1/26/2026	 07:33:04.395	2.3288E-06	1.1693E-07
3039	 1/26/2026	 07:33:05.418	2.3316E-06	1.1706E-07
3040	 1/26/2026	 07:33:06.442	2.329E-06	1.1696E-07
3041	 1/26/2026	 07:33:07.464	2.3275E-06	1.1687E-07
3042	 1/26/2026	 07:33:08.488	2.33E-06	1.1698E-07
3043	 1/26/2026	 07:33:09.513	2.3286E-06	1.1692E-07
3044	 1/26/2026	 07:33:10.536	2.331E-06	1.1702E-07
3045	 1/26/2026	 07:33:11.558	2.3232E-06	1.1662E-07
3046	 1/26/2026	 07:33:12.576	2.3297E-06	1.1694E-07
3047	 1/26/2026	 07:33:13.595	2.3364E-06	1.1727E-07
3048	 1/26/2026	 07:33:14.620	2.3377E-06	1.1736E-07
3049	 1/26/2026	 07:33:15.643	2.3419E-06	1.1755E-07
3050	 1/26/2026	 07:33:16.665	2.3446E-06	1.1771E-07
3051	 1/26/2026	 07:33:17.682	2.3526E-06	1.181E-07
3052	 1/26/2026	 07:33:18.704	2.3524E-06	1.1808E-07
3053	 1/26/2026	 07:33:19.726	2.3532E-06	1.1813E-07
3054	 1/26/2026	 07:33:20.749	2.3464E-06	1.1779E-07
3055	 1/26/2026	 07:33:21.773	2.343E-06	1.1764E-07
3056	 1/26/2026	 07:33:22.798	2.3405E-06	1.175E-07
3057	 1/26/2026	 07:33:23.820	2.3444E-06	1.1771E-07
3058	 1/26/2026	 07:33:24.842	2.3508E-06	1.1806E-07
3059	 1/26/2026	 07:33:25.867	2.3438E-06	1.1768E-07
3060	 1/26/2026	 07:33:26.889	2.3492E-06	1.1797E-07
3061	 1/26/2026	 07:33:27.140	2.3512E-06	1.1806E-07
3062	 1/26/2026	 07:33:28.168	2.3458E-06	1.1782E-07
3063	 1/26/2026	 07:33:29.192	2.3456E-06	1.1779E-07
3064	 1/26/2026	 07:33:30.216	2.3478E-06	1.1791E-07
3065	 1/26/2026	 07:33:31.244	2.3494E-06	1.1801E-07
3066	 1/26/2026	 07:33:32.268	2.3428E-06	1.1767E-07
3067	 1/26/2026	 07:33:33.290	2.3543E-06	1.1826E-07
3068	 1/26/2026	 07:33:34.316	2.3714E-06	1.191E-07
3069	 1/26/2026	 07:33:35.337	2.3823E-06	1.1966E-07
3070	 1/26/2026	 07:33:36.360	2.3952E-06	1.2032E-07
3071	 1/26/2026	 07:33:37.382	2.4002E-06	1.2058E-07
3072	 1/26/2026	 07:33:38.405	2.4082E-06	1.2099E-07
3073	 1/26/2026	 07:33:39.429	2.3923E-06	1.2022E-07
3074	 1/26/2026	 07:33:40.453	2.3917E-06	1.2017E-07
3075	 1/26/2026	 07:33:41.476	2.3853E-06	1.1987E-07
3076	 1/26/2026	 07:33:42.497	2.3823E-06	1.1973E-07
3077	 1/26/2026	 07:33:43.527	2.3874E-06	1.2001E-07
3078	 1/26/2026	 07:33:44.551	2.3866E-06	1.1994E-07
3079	 1/26/2026	 07:33:45.574	2.395E-06	1.204E-07
3080	 1/26/2026	 07:33:46.597	2.3898E-06	1.2015E-07
3081	 1/26/2026	 07:33:47.620	2.3929E-06	1.2033E-07
3082	 1/26/2026	 07:33:48.643	2.3889E-06	1.2012E-07
3083	 1/26/2026	 07:33:49.666	2.3992E-06	1.2063E-07
3084	 1/26/2026	 07:33:50.691	2.4053E-06	1.2091E-07
3085	 1/26/2026	 07:33:51.717	2.4051E-06	1.2091E-07
3086	 1/26/2026	 07:33:52.741	2.4002E-06	1.2068E-07
3087	 1/26/2026	 07:33:53.763	2.395E-06	1.2046E-07
3088	 1/26/2026	 07:33:54.785	2.3968E-06	1.2054E-07
3089	 1/26/2026	 07:33:55.810	2.3796E-06	1.1971E-07
3090	 1/26/2026	 07:33:56.833	2.3734E-06	1.194E-07
3091	 1/26/2026	 07:33:57.855	2.3664E-06	1.1908E-07
3092	 1/26/2026	 07:33:58.879	2.3541E-06	1.1845E-07
3093	 1/26/2026	 07:33:59.130	2.3644E-06	1.1897E-07
3094	 1/26/2026	 07:34:00.154	2.3507E-06	1.1829E-07
3095	 1/26/2026	 07:34:01.177	2.3484E-06	1.1815E-07
3096	 1/26/2026	 07:34:02.197	2.3422E-06	1.1783E-07
3097	 1/26/2026	 07:34:03.212	2.3393E-06	1.1769E-07
3098	 1/26/2026	 07:34:04.229	2.3385E-06	1.1766E-07
3099	 1/26/2026	 07:34:05.253	2.3354E-06	1.1749E-07
3100	 1/26/2026	 07:34:06.276	2.3365E-06	1.1757E-07
3101	 1/26/2026	 07:34:07.301	2.3356E-06	1.1752E-07
3102	 1/26/2026	 07:34:08.324	2.3323E-06	1.174E-07
3103	 1/26/2026	 07:34:09.347	2.3261E-06	1.1709E-07
3104	 1/26/2026	 07:34:10.371	2.3226E-06	1.1692E-07
3105	 1/26/2026	 07:34:11.393	2.3188E-06	1.1675E-07
3106	 1/26/2026	 07:34:12.412	2.3174E-06	1.1669E-07
3107	 1/26/2026	 07:34:13.431	2.3165E-06	1.1664E-07
3108	 1/26/2026	 07:34:14.449	2.3196E-06	1.1681E-07
3109	 1/26/2026	 07:34:15.474	2.3181E-06	1.1674E-07
3110	 1/26/2026	 07:34:16.495	2.3139E-06	1.1653E-07
3111	 1/26/2026	 07:34:17.515	2.3098E-06	1.1632E-07
3112	 1/26/2026	 07:34:18.535	2.3103E-06	1.1634E-07
3113	 1/26/2026	 07:34:19.560	2.3107E-06	1.1637E-07
3114	 1/26/2026	 07:34:20.588	2.3091E-06	1.1629E-07
3115	 1/26/2026	 07:34:21.614	2.3069E-06	1.1619E-07
3116	 1/26/2026	 07:34:22.635	2.3042E-06	1.1605E-07
3117	 1/26/2026	 07:34:23.659	2.3027E-06	1.1598E-07
3118	 1/26/2026	 07:34:24.685	2.3048E-06	1.1609E-07
3119	 1/26/2026	 07:34:25.708	2.3075E-06	1.1623E-07
3120	 1/26/2026	 07:34:26.733	2.3079E-06	1.1625E-07
3121	 1/26/2026	 07:34:27.757	2.3066E-06	1.162E-07
3122	 1/26/2026	 07:34:28.781	2.3014E-06	1.1594E-07
3123	 1/26/2026	 07:34:29.803	2.3035E-06	1.1605E-07
3124	 1/26/2026	 07:34:30.827	2.3011E-06	1.1593E-07
3125	 1/26/2026	 07:34:31.849	2.307E-06	1.162E-07
3126	 1/26/2026	 07:34:32.873	2.3141E-06	1.166E-07
3127	 1/26/2026	 07:34:33.124	2.3112E-06	1.1648E-07
3128	 1/26/2026	 07:34:34.148	2.3164E-06	1.1673E-07
3129	 1/26/2026	 07:34:35.172	2.318E-06	1.1682E-07
3130	 1/26/2026	 07:34:36.196	2.3195E-06	1.1689E-07
3131	 1/26/2026	 07:34:37.220	2.3197E-06	1.1692E-07
3132	 1/26/2026	 07:34:38.243	2.3173E-06	1.1679E-07
3133	 1/26/2026	 07:34:39.268	2.3215E-06	1.1698E-07
3134	 1/26/2026	 07:34:40.293	2.3316E-06	1.1751E-07
3135	 1/26/2026	 07:34:41.315	2.3425E-06	1.1803E-07
3136	 1/26/2026	 07:34:42.339	2.3413E-06	1.1794E-07
3137	 1/26/2026	 07:34:43.361	2.334E-06	1.1761E-07
3138	 1/26/2026	 07:34:44.385	2.3268E-06	1.1727E-07
3139	 1/26/2026	 07:34:45.408	2.3195E-06	1.1689E-07
3140	 1/26/2026	 07:34:46.430	2.3183E-06	1.1681E-07
3141	 1/26/2026	 07:34:47.455	2.3209E-06	1.1694E-07
3142	 1/26/2026	 07:34:48.475	2.3171E-06	1.1677E-07
3143	 1/26/2026	 07:34:49.494	2.3157E-06	1.1671E-07
3144	 1/26/2026	 07:34:50.517	2.316E-06	1.1669E-07
3145	 1/26/2026	 07:34:51.543	2.3212E-06	1.1698E-07
3146	 1/26/2026	 07:34:52.565	2.3146E-06	1.1667E-07
3147	 1/26/2026	 07:34:53.589	2.3149E-06	1.1669E-07
3148	 1/26/2026	 07:34:54.611	2.3145E-06	1.1665E-07
3149	 1/26/2026	 07:34:55.636	2.3118E-06	1.1655E-07
3150	 1/26/2026	 07:34:56.658	2.3087E-06	1.164E-07
3151	 1/26/2026	 07:34:57.679	2.3057E-06	1.1626E-07
3152	 1/26/2026	 07:34:58.701	2.3083E-06	1.1637E-07
3153	 1/26/2026	 07:34:59.723	2.3047E-06	1.1617E-07
3154	 1/26/2026	 07:35:00.744	2.3021E-06	1.1604E-07
3155	 1/26/2026	 07:35:01.772	2.2975E-06	1.1581E-07
3156	 1/26/2026	 07:35:02.797	2.2913E-06	1.1552E-07
3157	 1/26/2026	 07:35:03.819	2.2854E-06	1.1526E-07
3158	 1/26/2026	 07:35:04.821	2.2837E-06	1.1519E-07
3159	 1/26/2026	 07:35:05.823	2.298E-06	1.1592E-07
3160	 1/26/2026	 07:35:06.846	2.3037E-06	1.1622E-07
3161	 1/26/2026	 07:35:07.872	2.3134E-06	1.1669E-07
3162	 1/26/2026	 07:35:08.129	2.3214E-06	1.1713E-07
3163	 1/26/2026	 07:35:09.153	2.3204E-06	1.1703E-07
3164	 1/26/2026	 07:35:10.180	2.3288E-06	1.175E-07
3165	 1/26/2026	 07:35:11.202	2.3315E-06	1.1762E-07
3166	 1/26/2026	 07:35:12.225	2.3378E-06	1.1797E-07
3167	 1/26/2026	 07:35:13.243	2.3406E-06	1.181E-07
3168	 1/26/2026	 07:35:14.264	2.3412E-06	1.1812E-07
3169	 1/26/2026	 07:35:15.282	2.3428E-06	1.1823E-07
3170	 1/26/2026	 07:35:16.304	2.3451E-06	1.1837E-07
3171	 1/26/2026	 07:35:17.321	2.3394E-06	1.1808E-07
3172	 1/26/2026	 07:35:18.344	2.3318E-06	1.1769E-07
3173	 1/26/2026	 07:35:19.367	2.3263E-06	1.1741E-07
3174	 1/26/2026	 07:35:20.390	2.3259E-06	1.1739E-07
3175	 1/26/2026	 07:35:21.393	2.3312E-06	1.1766E-07
3176	 1/26/2026	 07:35:22.417	2.3367E-06	1.179E-07
3177	 1/26/2026	 07:35:23.440	2.3463E-06	1.1838E-07
3178	 1/26/2026	 07:35:24.468	2.3434E-06	1.1823E-07
3179	 1/26/2026	 07:35:25.489	2.3362E-06	1.1789E-07
3180	 1/26/2026	 07:35:26.512	2.3241E-06	1.1728E-07
3181	 1/26/2026	 07:35:27.536	2.3167E-06	1.1692E-07
3182	 1/26/2026	 07:35:28.557	2.3129E-06	1.1672E-07
3183	 1/26/2026	 07:35:29.582	2.3084E-06	1.165E-07
3184	 1/26/2026	 07:35:30.582	2.31E-06	1.1664E-07
3185	 1/26/2026	 07:35:31.605	2.3034E-06	1.1626E-07
3186	 1/26/2026	 07:35:32.629	2.2996E-06	1.1606E-07
3187	 1/26/2026	 07:35:33.653	2.2958E-06	1.1588E-07
3188	 1/26/2026	 07:35:34.676	2.2968E-06	1.1593E-07
3189	 1/26/2026	 07:35:35.701	2.2993E-06	1.1608E-07
3190	 1/26/2026	 07:35:36.726	2.2997E-06	1.161E-07
3191	 1/26/2026	 07:35:37.755	2.3053E-06	1.164E-07
3192	 1/26/2026	 07:35:38.779	2.3125E-06	1.1677E-07
3193	 1/26/2026	 07:35:39.801	2.3176E-06	1.1705E-07
3194	 1/26/2026	 07:35:40.828	2.3163E-06	1.1701E-07
3195	 1/26/2026	 07:35:41.854	2.3169E-06	1.1702E-07
3196	 1/26/2026	 07:35:42.876	2.3195E-06	1.1719E-07
3197	 1/26/2026	 07:35:43.126	2.3199E-06	1.1727E-07
3198	 1/26/2026	 07:35:44.149	2.3182E-06	1.1716E-07
3199	 1/26/2026	 07:35:45.171	2.3102E-06	1.1674E-07
3200	 1/26/2026	 07:35:46.196	2.3148E-06	1.1699E-07
3201	 1/26/2026	 07:35:47.225	2.3218E-06	1.1734E-07
3202	 1/26/2026	 07:35:48.250	2.3231E-06	1.1742E-07
3203	 1/26/2026	 07:35:49.275	2.3188E-06	1.1721E-07
3204	 1/26/2026	 07:35:50.298	2.3206E-06	1.1731E-07
3205	 1/26/2026	 07:35:51.322	2.3284E-06	1.1771E-07
3206	 1/26/2026	 07:35:52.347	2.3396E-06	1.183E-07
3207	 1/26/2026	 07:35:53.371	2.3371E-06	1.1821E-07
3208	 1/26/2026	 07:35:54.398	2.3359E-06	1.1814E-07
3209	 1/26/2026	 07:35:55.420	2.321E-06	1.1741E-07
3210	 1/26/2026	 07:35:56.443	2.3132E-06	1.1702E-07
3211	 1/26/2026	 07:35:57.467	2.3113E-06	1.1693E-07
3212	 1/26/2026	 07:35:58.492	2.3155E-06	1.1712E-07
3213	 1/26/2026	 07:35:59.513	2.3206E-06	1.1741E-07
3214	 1/26/2026	 07:36:00.538	2.3201E-06	1.1742E-07
3215	 1/26/2026	 07:36:01.561	2.3238E-06	1.1759E-07
3216	 1/26/2026	 07:36:02.581	2.3216E-06	1.1747E-07
3217	 1/26/2026	 07:36:03.605	2.3298E-06	1.1788E-07
3218	 1/26/2026	 07:36:04.629	2.3346E-06	1.1814E-07
3219	 1/26/2026	 07:36:05.649	2.3337E-06	1.1809E-07
3220	 1/26/2026	 07:36:06.665	2.329E-06	1.1786E-07
3221	 1/26/2026	 07:36:07.687	2.3242E-06	1.1764E-07
3222	 1/26/2026	 07:36:08.714	2.3294E-06	1.1791E-07
3223	 1/26/2026	 07:36:09.738	2.3265E-06	1.1777E-07
3224	 1/26/2026	 07:36:10.759	2.3292E-06	1.1789E-07
3225	 1/26/2026	 07:36:11.785	2.3326E-06	1.1809E-07
3226	 1/26/2026	 07:36:12.807	2.3404E-06	1.1852E-07
3227	 1/26/2026	 07:36:13.827	2.3494E-06	1.1901E-07
3228	 1/26/2026	 07:36:14.850	2.3565E-06	1.1937E-07
3229	 1/26/2026	 07:36:15.874	2.3718E-06	1.2015E-07
3230	 1/26/2026	 07:36:16.130	2.3699E-06	1.2004E-07
3231	 1/26/2026	 07:36:17.149	2.3828E-06	1.2071E-07
3232	 1/26/2026	 07:36:18.170	2.3949E-06	1.2133E-07
3233	 1/26/2026	 07:36:19.191	2.4038E-06	1.2178E-07
3234	 1/26/2026	 07:36:20.214	2.4153E-06	1.2238E-07
3235	 1/26/2026	 07:36:21.236	2.4189E-06	1.2254E-07
3236	 1/26/2026	 07:36:22.261	2.4423E-06	1.2377E-07
3237	 1/26/2026	 07:36:23.280	2.4479E-06	1.2407E-07
3238	 1/26/2026	 07:36:24.300	2.4532E-06	1.2437E-07
3239	 1/26/2026	 07:36:25.320	2.4608E-06	1.2475E-07
3240	 1/26/2026	 07:36:26.350	2.4588E-06	1.2467E-07
3241	 1/26/2026	 07:36:27.372	2.4598E-06	1.2475E-07
3242	 1/26/2026	 07:36:28.393	2.4557E-06	1.2453E-07
3243	 1/26/2026	 07:36:29.417	2.4632E-06	1.2488E-07
3244	 1/26/2026	 07:36:30.442	2.4561E-06	1.2454E-07
3245	 1/26/2026	 07:36:31.466	2.4538E-06	1.2438E-07
3246	 1/26/2026	 07:36:32.487	2.453E-06	1.2434E-07
3247	 1/26/2026	 07:36:33.511	2.4552E-06	1.2448E-07
3248	 1/26/2026	 07:36:34.534	2.4579E-06	1.2463E-07
3249	 1/26/2026	 07:36:35.558	2.4457E-06	1.2401E-07
3250	 1/26/2026	 07:36:36.582	2.4513E-06	1.243E-07
3251	 1/26/2026	 07:36:37.607	2.4399E-06	1.2372E-07
3252	 1/26/2026	 07:36:38.635	2.4413E-06	1.238E-07
3253	 1/26/2026	 07:36:39.659	2.434E-06	1.2344E-07
3254	 1/26/2026	 07:36:40.681	2.4262E-06	1.2303E-07
3255	 1/26/2026	 07:36:41.706	2.4243E-06	1.2296E-07
3256	 1/26/2026	 07:36:42.725	2.4188E-06	1.2269E-07
3257	 1/26/2026	 07:36:43.747	2.4211E-06	1.2284E-07
3258	 1/26/2026	 07:36:44.772	2.4102E-06	1.2228E-07
3259	 1/26/2026	 07:36:45.795	2.4067E-06	1.2209E-07
3260	 1/26/2026	 07:36:46.822	2.3985E-06	1.2165E-07
3261	 1/26/2026	 07:36:47.846	2.3995E-06	1.2171E-07
3262	 1/26/2026	 07:36:48.875	2.3915E-06	1.213E-07
3263	 1/26/2026	 07:36:49.126	2.3709E-06	1.2025E-07
3264	 1/26/2026	 07:36:50.154	2.3712E-06	1.2031E-07
3265	 1/26/2026	 07:36:51.179	2.3486E-06	1.1914E-07
3266	 1/26/2026	 07:36:52.202	2.3398E-06	1.1866E-07
3267	 1/26/2026	 07:36:53.224	2.3375E-06	1.1858E-07
3268	 1/26/2026	 07:36:54.250	2.3384E-06	1.1864E-07
3269	 1/26/2026	 07:36:55.274	2.3397E-06	1.187E-07
3270	 1/26/2026	 07:36:56.297	2.3353E-06	1.185E-07
3271	 1/26/2026	 07:36:57.322	2.3414E-06	1.1881E-07
3272	 1/26/2026	 07:36:58.348	2.3411E-06	1.188E-07
